OBJECTID,Location,Bed Name,Survey Date,Survey Month,Survey Year,Start Time,End Time,Tide Station,Tidal Ht m,Temp1 Shore Edge,Ave Temp Shore Edge,Observations,Additional Obs,Survey_ID,County,Site Code,Survey Day,NWSC Max Ext,DNR Max Ext,Visit Num,Survey Num,Analyze,Analyze Notes,Acres,Acres NWSC clip,Acres Ave NWSC Max Ext,Acres DNR clip,Miles,Weather,Survey Conditions,MLLW Tidal Ht m,Depth2 Shore Edge,Depth2 Water Edge,Ave Depth Shore Edge m,Ave Depth Water Edge m,MLLW Depth2 Shore Edge m,MLLW Depth2 Water Edge m,Current Station,Current Knots,Temp2 Shore Edge,Temp2 Water Edge,ToBe,ToWa,BeL,BeR,Notes,Extent Start Waypoint,Extent End Waypoint,Bulb m2,Shape__Area,Shape__Length
309,Observatory Point,Freshwater Bay 2,2020-08-19,8,2020,13:26:00,13:34:00,NOAA Freshwater Bay/Chichagof Island,,11.1,,"The kelp bed was very dense in the center with clear boundaries, and some fringing individuals to the East and the South. Bull kelp was the only species present in this area. The kelp appeared healthy, with some algae growing on some individuals-- green and brown filamentous algae, as well as occasionally red algae.","Animals seen: pigeon guillemot, bald eagle, kelp crab, forage fish, great blue heron, a large green isopod (about 1.5""), bryozoan colonies growing on kelp stipes, bulbs, and blades.",ClallamFreshwater_Bay_2_2020_07_23,Clallam,FWBO,19,1,1,1,1,1,,0.635943625889275,0.635943625889275,0.6359,0.636386692821495,0.202796586393409,Clouds,,,,,,,,,,,,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-Gfz6nTt/0/wxpt3HmSXFFMtcTPcwm8d9gTC69LwT2rzV67Bd5L/Th/FreshwaterBay2_19Aug2020_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-w3cSJWz/0/FT2c3QvR39xD4DxTw8BWRgzcBXtztfV2svMgVxWkH/Th/FreshwaterBay2_19Aug2020_ToWa-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-F485xBP/0/CXn5FqVKgR8PgRLVTpnSMjtvd763hvnX8xbT74ShR/Th/FreshwaterBay2_19Aug2020_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-x7Gvw6q/0/CGRFcZDqLVNSSCKnVfk9MLPSVGqzWLvtnQpk8Qjqf/Th/FreshwaterBay2_19Aug2020_BeR-XL.jpg,,,,,27720.985168457,1071.13854568993
310,Ebey's Landing,Ebey's Landing,2020-06-18,6,2020,08:55:00,11:45:00,Admiralty Head (9447905),-0.114,11.8,,"Many tiny jumping fish
Few schools of tiny (< 20 mm) fish & larger (~ 60mm) herring
Few larger (~50 mm) shiner perch
Few jellies:  small moon jellies (< 20 mm), 1 large ctenophore (~ 40 mm)
5-6 pigeon guillemots at periphery of bed
Many (relatively) adult kelp crab, ~ 10 observed (videos) with decorated shells
This is the least amount of trash observed in the bed - only 1 piece of garbage found in > 2 hours.","Each person conducted an entire perimeter track around bed, going in opposite directions (VB clockwise, LR counterclockwise).",IslandEbeys_Landing2020_06_18_1,Island,EBL,18,0,0,1,1,1,,17.9102712967507,17.9102712967507,,17.4201096461598,1.2238805840777,Clear,,,,,,,,,,,,,,,,,,,,,780739.530395508,6464.44077095443
311,Ebey's Landing,Ebey's Landing,2020-06-18,6,2020,08:55:00,11:45:00,Admiralty Head (9447905),-0.114,11.8,,"Many tiny jumping fish
Few schools of tiny (< 20 mm) fish & larger (~ 60mm) herring
Few larger (~50 mm) shiner perch
Few jellies:  small moon jellies (< 20 mm), 1 large ctenophore (~ 40 mm)
5-6 pigeon guillemots at periphery of bed
Many (relatively) adult kelp crab, ~ 10 observed (videos) with decorated shells
This is the least amount of trash observed in the bed - only 1 piece of garbage found in > 2 hours.","Each person conducted an entire perimeter track around bed, going in opposite directions (VB clockwise, LR counterclockwise).",IslandEbeys_Landing2020_06_18_2,Island,EBL,18,0,0,1,2,1,,16.7650660135128,16.7650660135128,,16.362919827651,1.24214166466821,Clear,,,,,,,,,,,,,,,,,,,,,730818.055419922,6560.89429163464
312,Ebey's Landing,Ebey's Landing,2020-07-18,7,2020,09:00:00,11:40:00,Admiralty Head (9447905),0.0126,11.5,,,,IslandEbeys_Landing2020_07_18_1,Island,EBL,18,0,0,2,1,1,,32.6683993086433,32.667980605675,,29.9297158560752,1.8050326363314,Clear,,,,,,,,,,,,,,,,,,,,,1424071.27685547,9534.03957729032
313,Ebey's Landing,Ebey's Landing,2020-08-30,8,2020,08:55:00,11:45:00,Admiralty Head (9447905),-0.376,11.9,,,"Tracks are from 2 observers, going in opposite directions at the same time.",IslandEbeys_Landing2020_08_30_2,Island,EBL,30,1,1,3,1,1,,41.6146203186869,41.6136519216698,40.7999,35.8966309339143,1.56512279649905,Clear,,,,,,,,,,,,,,,,,,,,,1814051.48352051,8266.85481264924
314,Ebey's Landing,Ebey's Landing,2020-08-30,8,2020,08:55:00,11:45:00,Admiralty Head (9447905),-0.376,11.9,,,"Tracks are from 2 observers, going in opposite directions at the same time.",IslandEbeys_Landing2020_08_30_1,Island,EBL,30,1,1,3,2,1,,39.9869819902376,39.9860705682586,,34.8224815286705,1.61820326272064,Clear,,,,,,,,,,,,,,,,,,,,,1743100.20031738,8547.22135145427
315,Lowell,Lowell,2020-08-22,8,2020,13:05:00,15:15:00,Greenbank (9447883),0.341,14.3,,,Training JR on tracking & GPS usage.  Both LR & JR tracks reported.  Temp & depth data collected by VB.,IslandCamano_Is._SP_Lowell2020_08_22_1,Island,LWLP,22,1,1,1,1,1,Conducted by experienced kayaker (Linda Rhoades),5.85493308917863,5.85493308917863,5.8549,5.85884003573488,0.979528600281675,Clear,,,,,,,,,,,,,,,,,,,,,255211.074829102,5173.63713188691
316,Lowell,Lowell,2020-08-22,8,2020,13:05:00,15:15:00,Greenbank (9447883),0.341,14.3,,,Training JR on tracking & GPS usage.  Both LR & JR tracks reported.  Temp & depth data collected by VB.,IslandCamano_Is._SP_Lowell2020_08_22_2,Island,LWLP,22,0,0,1,2,0,conducted by kayaker in training,4.91561112339952,4.91561112339952,,4.9188905152664,0.873650801087995,Clear,,,,,,,,,,,,,,,,,,,,,214266.912475586,4614.4159928485
317,Lowell,Lowell,2020-09-16,9,2020,10:15:00,11:25:00,9447883,-0.18,14,,"Beds larger & kelp seemed healthier than in August. (Water very calm, so maybe better visibility this time.) Seal foraging in bed during most of survey. Numerous kelp crab - possibly hundreds.  Groups of small fish observed in bed.  Observed unique white raised grow on one set of several blades - took photo.  Sori moderate (more than in August). Bryozoans moderate (seemed fewer than in August). Kelp crab abundant.",Tracking performed by 2 surveyors - this was their 1st independent survey,IslandCamano_Is._SP_Lowell2020_09_16,Island,LWLP,16,0,0,2,1,1,,5.17373996537214,5.17373996537214,,5.17719194630827,0.844222301159027,Other,,,,,,,,,,,,,,,,,,,,,225518.474853516,4458.98131785968
318,Polnell Point,Polnell Point,2020-07-24,7,2020,11:55:00,14:25:00,Crescent Harbor (9447952),0.7376,13,,,,IslandPolnell_Point2020_07_24,Island,POLN,24,0,0,1,1,1,,10.6644019573971,10.6644019573971,,10.6730629356063,1.1560342679387,Clear,,,,,,,,,,,,,,,,,,,,,464918.634887695,6106.33951694461
319,Polnell Point,Polnell Point,2020-08-31,8,2020,09:20:00,12:10:00,Crescent Harbor (9447952),-0.0505,13.9,,,,IslandPolnell_Point2020_08_31,Island,POLN,31,1,1,2,1,1,3 polygons,41.3037160783806,38.815718789562,38.8157,38.8472488840995,2.74779567539393,Clouds,,,,,,,,,,,,,,,,,Update to NWSC clip 6/28/2024,,,,1800652.32421875,14514.2588633487
320,Possession Point,Possession Point,2020-06-26,6,2020,13:50:00,15:00:00,Glendale (9447814),0.195,16,,"Surface kelp is sparse but has developed two areas that meet the criteria of a bed with greater density below the surface. Kelp blades are in good condition with an occasional tattered end, no sori, bryozoans or kelp crab observed. Several red rock crabs on bottom, 2 herons, several pigeon guillemots and murrelets, 4-6 harbor seals. 2 kayakers along SE edge of kelp - 1 fishing, 1 diving",This is a follow up to the training survey conducted on 6/10/20,IslandPossession_Point2020_06_26,Island,POSS,26,0,0,1,1,1,2 polygons,11.6798866778686,11.6798866778686,,11.6852946433873,0.993598519866349,Clear,,,,,,,,,,,,,,,,,,,,,509011.396484375,5247.41453583067
321,Possession Point,Possession Point,2020-07-17,7,2020,08:15:00,09:15:00,Glendale (9447814),0.1109,15,,"density and size of bulbs less than July of previous years, blades appear healthy and in good conditions with few sori and few bryozoans, a moderate number of kelp crabs were present, 3 Herons, many Pigeon Guillemots, 3-6 Harbor Seals, Red Rock Crabs on bottom, many small (12-15cm) fish jumping along Eastern edge of bed, a few Murrelets, 1 Lions Mane Jelly, several small Moon Jellies","due to increasing wind, additional depth/temperature/salinity measurements were not made
HOBO temperature log at waypoint 610 - 4 minute average  09:10 to 09:14 - Surface: 15.83; Mid-Column: 15.76; Bottom: 15.25",IslandPossession_Point2020_07_17,Island,POSS,17,0,0,2,1,1,,24.6529968171863,24.6529968171863,,23.4747740112258,1.1406356080351,Clouds,,,,,,,,,,,,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-Qj847V6/0/Cvvz4Zcg6Ps6T8dsMzf5md4MTdbtcHTNXsTFdLxDf/Th/PossessionPt_17Jul2020_ToBe-XL.jpg,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-Rbd8zDV/0/CPH4Vpmmd29vss7SDNDX7ZjqWdHdFQ6PCW4CR4CxS/Th/PossessionPt_17Jul2020_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-WqTHXfM/0/Dhjrf9nLZXVVH42c6F5FGnHN9kHjBRq2cwC7crLh9/Th/PossessionPt_17Jul2020_BeR-XL.jpg,,,,,1074381.61169434,6023.9498106848
322,Possession Point,Possession Point,2020-08-31,8,2020,09:10:00,11:12:00,Glendale (9447814),0.0535,15,,"Kelp is showing signs of decline with more tattered blades and some deteriorating bulbs although less than last year at this time. Overall density is less than last year. 6-8 Great Blue Herons, 2 Osprey, 2 Common Terns, many Harbor Seals, several Sea Lions at the buoy, many red Nudibranchs on bottom, many schools of small (2-3 cm) fish, small (10-15 cm) salmonids jumping along east edge of bed.",Tyler Cowdry from Washington DNR performed a ""proof of concept"" drone survey of the Possession Point kelp bed during this survey,IslandPossession_Point2020_08_31,Island,POSS,31,1,1,3,1,1,,51.085698763226,51.085698763226,51.0857,43.9167587003057,1.54358128851159,Clouds,,,,,,,,,,,,,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-RFK5m4D/0/CmLjhm56vCBBGFthTXjJhpqchXm7pd9nffT4BZ5g8/Th/PossessionPt_31Aug2020_ToWa-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-76JXn7q/0/FdxwvRqvPd6CTP3W4cxGShcRWmvcLLfftmkPXRRmG/Th/PossessionPt_31Aug2020_BeL-XL.jpg,,,,,,2226322.35681152,8151.99500572078
323,North Beach Main,North Beach East,2020-06-20,6,2020,09:15:00,10:15:00,Point Wilson Lighthouse,-0.314,11.5,,"Blades were young, fresh, and very healthy. We saw small fish jumping, and a couple seals. Bull kelp was growing right up to the tide line, intermixed with understory kelp species and surf grass.","Waypoint 37 is associated with the Beach Right photo. The bed went right up to the water line, so we paddled as close as we could to the shore. The two areas we outlined with the gps track had dense kelp. There were some sparse bulbs in the area between t",JeffersonNorth_Beach_East2020_06_20,Jefferson,NB-E,20,0,0,1,1,1,,6.09624444560482,5.63597781686754,,5.63986767165465,1.04800559121942,Light rain,,,,,,,,,,,,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-JhhHv2g/0/CS5RBK8z3KBDpvTQDSF8jdXgZRwfMm3pNJ5MLwfMS/Th/NorthBeach_20Jun2020_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-rnxf6wQ/0/C96NkKRCMnD7D22DBzj34R6cSGCJHPWth5dk2DWTr/Th/NorthBeach_20Jun2020_ToWa-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-3LV4ngT/0/C9kRPXFqmqdfLpSkrtkVRTxdHf5TfSchC47MC4WrV/Th/NorthBeach_20Jun2020_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-v42cHrj/0/DjLFDpG8Bc2Gv9TqkqxD5JH6PQ8BNZ69f47P8FHbJ/Th/NorthBeach_20Jun2020_BeR-XL.jpg,,,,,265735.692749023,5535.3789408711
324,North Beach Main,North Beach East,2020-07-18,7,2020,09:35:00,10:52:00,Point Wilson,-0.405,15,,"Kelp healthy and sori present. Some kelp crabs and perch observed. Kelp is dense in the outer patch, and in the inner fringing patch. Sparse bulbs in between made determining the boundary difficult, especially as the tide came in. After finishing the first track at 10:35, we did a second track of the inner bed, between 10:40 and 10:52 to get a more conservative estimate of the inner bed size.","Tyler Cowdrey with DNR/Evergreen State College flew a drone during our kayak survey. He took lots of great footage and his kelp boundary line should be compared to our boundary. 

The surveyor taking the photo points was new, and didn't entirely capture c",JeffersonNorth_Beach_East2020_07_18,Jefferson,NB-E,18,0,0,2,1,1,,13.0484705235267,12.946099505519,,12.9550396804216,1.19429378105614,Clear,,,,,,,,,,,,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-V3s8vtR/0/58nq8PV49GzjMnbBzHwqzvLBrsK8WDhsHg3BRXzM/Th/NorthBeach_18Jul2020_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-MhLVZQH/0/fFJtKJTcMNhQB8tHPrmHzDMscFvk6KZVNsZgJB9B/Th/NorthBeach_18Jul2020_ToWa-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-2JgmnqD/0/CNXGL6mQxwXXfNkhN68jrrGH6cnnjwrRc6PnzpQqF/Th/NorthBeach_18Jul2020_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-rQK8sJz/0/DF7WXMHnNGQcSjbCW87nWsTtdtJbTQsBcgXfZcC4F/Th/NorthBeach_18Jul2020_BeR-XL.jpg,,,,,568783.837768555,6308.04774631593
325,North Beach Main,North Beach East,2020-08-26,8,2020,08:58:00,10:10:00,Point Wilson Lighthouse,-0.323,14,,Kelp are reproductive. Lots of small fish present.,"The bed is still present in two semi-distinct sections. There is an inner fringing section and an outer patch. The area in-between has sparse bulbs. For the most part, the gps perimeter captures the outer edges of the dense (most bed-like) sections, excep",JeffersonNorth_Beach_East2020_08_16,Jefferson,NB-E,26,1,1,3,1,1,,14.853053921685,14.853053921685,14.8531,14.8633116641481,1.41117526866319,Clear,,,,,,,,,,,,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-GSr3t89/0/CbvNjbWPzFf5VPZSjHcQj9hL3g8fzMGjBP4cwcqgv/Th/NorthBeach_16Aug2020_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-pJd263B/0/C99QbHxCCPSvPsmtkF2xVX44SNm3V84hm4s7FBxQF/Th/NorthBeach_16Aug2020_ToWa-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-7GKgbQC/0/CV9cgqSJ9hG7Zkp2XJwKVbGhqBPKBncLt7z9hDv68/Th/NorthBeach_16Aug2020_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-vqf7nk7/0/FN3xt7GRJMXKgmct8xmSJ2LdTrrKbjCdLMsgKbvvw/Th/NorthBeach_16Aug2020_BeR-XL.jpg,,,,,647445.885009766,7453.57763939395
326,Biz Point,Biz Point,2020-06-25,6,2020,13:02:00,14:00:00,Burrows Bay (Allen Island),-0.381,11.3,,"Kelp looked fresh without damage.  New kelp growing along beach, south of study area, where we have never observed it before.
3 healthy large purple Sea Stars observed on rocks at inside border of bed.","Used Continuous reading thermometer - serial number: 201698.  Depth about 12 inches when stationary. 
Started video at 1:35
Left kelp bed / completed study at 2:00 PM",SkagitBiz_Point2020_06_25,Skagit,BZPT,25,0,0,1,1,1,,0.447982972270378,0.447982979161775,,0.448419201957281,0.277792324248406,Clear,,,,,,,,,,,,,,,,,,,,,19533.1176757813,1467.45661693845
327,Biz Point,Biz Point,2020-07-23,7,2020,11:34:00,12:01:00,Burrows Bay,-0.264,11.5,,"Kelp blades appeared healthy without damage. Observed 7 healthy, large purple sea stars on rocks along shore perimeter.",Used the RBR for water temperature,SkagitBiz_Point2020_07_23,Skagit,BZPT,23,1,1,2,1,1,,0.727106275762222,0.727106283761851,0.7271,0.727813471190255,0.284009982926267,Other,,,,,,,,,,,,,,,,,,,,,31703.5572509766,1500.30179508374
328,Biz Point,Biz Point,2020-08-29,8,2020,07:02:00,07:09:00,Burrows Bay,-0.117,11.7,,"Entire Kelp bed appeared healthy, vigorous, and undamaged. Baitfish were active near the entire perimeter.  There were 9 healthy purple sea stars on the rocks along the internal perimeter. A great blue heron moved around the bed and the rocks above but stubbornly stayed with us throughout the Survey.  One harbor seal observed us for a minute near the beginning and  two others observed us for several minutes before we were done.",water temperature: used RBR solo3 Temperature Logger continuously during Survey.,SkagitBiz_Point2020_08_29,Skagit,BZPT,29,0,0,3,1,1,northern portion of bed ,0.700369572964092,0.700369572464948,,0.701051030991356,0.238813070476,Clear,,,,,,,,,,,,,,,,,,,,,30537.7696533203,1261.54603251286
329,Coffin Rocks,Coffin Rocks,2020-06-20,6,2020,09:45:00,10:15:00,Bowman Bay,-0.3643,11.2,,Kelp bulbs on the east and south were much farther apart (the bed was less dense) than on the west and north.  There were apparently only a couple of """"plants"""" left from last year.,,SkagitCoffin_Rocks2020_06_20,Skagit,COFF,20,0,0,1,1,1,,1.08972228138107,1.08972227730829,,1.09075234133195,0.183581709021514,Clear,,,,,,,,,,,,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-ztwXBxm/0/FSVd34CsrF6ZMvx68jMv5nqhDPQXm4GQ5dtJnCc4R/Th/CoffinRx_20Jun2020_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-4D9D5QD/0/CBM5hCcbx5FbtVgZDwm3ZxNpDTPKfzTk8qNcwWFxK/Th/CoffinRx_20Jun2020_ToWa-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-WCvw6sd/0/DFrDSTKFr7GtnVVvsfDw24rKqRnhcbMqBwwq8hqT3/Th/CoffinRx_20Jun2020_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-VpM7K3G/0/DnJfwhMQJvLdZS9zrBLJLr8jMTVCKGGqbxVPR6JRr/Th/CoffinRx_20Jun2020_BeR-XL.jpg,,,,,47513.1684570313,969.769393124333
330,Coffin Rocks,Coffin Rocks,2020-07-18,7,2020,08:45:00,09:30:00,Deception Pass Narrows,-0.3573,12.1,,"Coffin Rocks bed looked pretty much as it did on 6/20/20.  We also looked at the beds along Rosario Head and all the way around Northwest Island.  The latter were very  thick and healthy, the latter were a bit thinner.",,SkagitCoffin_Rocks2020_07_18,Skagit,COFF,18,0,0,2,1,1,,1.2429885753366,1.2429885753366,,1.24416357513276,0.221306726505004,Clear,,,,,,,,,,,,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-G2XDm25/0/ChWqdmmPgxjsswVM2r3brT2bzHTnpGq3dcPgqNWRZ/Th/CoffinRx_18Jul2020_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-CgmPBZq/0/FCgmG5LnPmT2J5mXL7hHTrFnDmxDjGP5mW6ZvH2W4/Th/CoffinRx_18Jul2020_ToWa-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-mzH7zM2/0/M8kFZvJ6pRr6bQGQj6x3pTBKXP5cXpH8nrNXT7R9/Th/CoffinRx_18Jul2020_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-xRF58fk/0/fqbNJFvsVXNt32zSNd3Z5QxQb9kVxKDtCMvQ2qsp/Th/CoffinRx_18Jul2020_BeR-XL.jpg,,,,,54195.7581787109,1169.05162557009
331,Coffin Rocks,Coffin Rocks,2020-08-17,8,2020,09:00:00,09:45:00,Bowman Bay,-0.3846,12.2,,Kelp appeared healthy and denser on the east and south sides than it had been in July.,"There were three large yachts anchored in the bay, and three kayak fishers made it a little more challenging to paddle the perimeter of the kelp bed.",SkagitCoffin_Rocks2020_08_17,Skagit,COFF,17,1,1,3,1,1,,1.40308226751293,1.40308226751293,1.4031,1.40440860838766,0.197670526881199,Clear,,,,,,,,,,,,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-L8wj3J8/0/qGBKn8Lg25C2T6Xvq2vR6tkmfNW5g98pcBR8hrbV/Th/CoffinRx_17Aug2020_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-69bqJHM/0/3GWqjPHgtm68KF5gjzhB5Sv24sq4B86gVV4b8GsP/Th/CoffinRx_17Aug2020_ToWa-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-vzctMT2/0/Z56K6FVWcts9HMQ2hp93sd7XC5HFNqfVpDF3BBzQ/Th/CoffinRx_17Aug2020_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-LR5hVHt/0/JRjbP5S5PDCjd6jc8GGmznRMh4LzTS2fGZ3M26MX/Th/CoffinRx_17Aug2020_BeR-XL.jpg,,,,,61176.0324707031,1044.19351961961
332,Coffin Rocks,Coffin Rocks,2020-09-17,9,2020,10:22:00,11:00:00,Bowman Bay,-0.0528,11.1,,The kelp bed looked healthy and appeared larger and more dense than in August.  Gulls were sitting on kelp at the south end.,Very low visibility made it difficult to know the perspectives of photos.  Repeat perimeter tracks were recorded because the low light and/or waterproof case made the first track impossible to see while on the water.,SkagitCoffin_Rocks2020_09_17,Skagit,COFF,17,0,0,4,1,1,,1.33840821677868,1.33840821677868,,1.33967321812838,0.202176546015113,Fog/mist,,,,,,,,,,,,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-QtNCCn9/0/b8snPLQTjCR6HDxNVRxDKz85GbbWXHZTbXrxzR7n/Th/CoffinRx_17Sept2020_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-K5ccVtC/0/cGzkcm6mGDtZ6KZZkF7bCm8NMXLJfmqw964nzgCr/Th/CoffinRx_17Sept2020_ToWa-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-FWLsdBS/0/FJjNgpn4PtGGNR7wXb6xsmp5Bts63DwNr4Wq2JV6V/Th/CoffinRx_17Sept2020_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-2JkQdHh/0/D4cGZxxrMLc7w7W8qctsF4f8NQBMqzm4B2rcRrg9b/Th/CoffinRx_17Sept2020_BeR-XL.jpg,,,,,58356.1690673828,1067.99654527545
333,Shannon Point East,Shannon Point East,2020-07-17,7,2020,12:02:00,12:37:00,Ship Harbor,0.5906,16.4,,Much smaller bed and lower density than in previous years.  No sign of large or small creatures; no kelp crabs or epifauna observed.  No evidence of fishing or other human impacts.,Small but distinct cluster of about 8-10 plants in about a 20 meter square area,SkagitShannon_Point_East2020_07_17,Skagit,SHPT-E,17,0,0,1,1,1,1 polygon that covers bed 1 & bed 2,6.12218115179914,6.12218115179914,,6.12853038263867,0.43630476518554,Clear,,,,,,,,,,,,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-Fjw7HrT/0/CDTTsBJXmR3tMNFL8FttV3Z2MfR9jbwGhDDMFq853/Th/Shannon%20East_17Jul2020_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-cZgzQht/0/FfQJJGXjQzHFkzK2zkKCGxqn4f6VjkGPGThcssn5H/Th/Shannon%20East_17Jul2020_ToWa-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-5C4stpZ/0/DgjP5PsnrZ7WZHtVSxv7X7tKFJJ9JLVjNJpCjJGXN/Th/Shannon%20East_17Jul2020_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-LwxsdKR/0/C6gMFQvXZQvQH6FQnqKbf3qMbpVL8q5vRdbZRtsK4/Th/Shannon%20East_17Jul2020_BeR-XL.jpg,,,,,266958.777954102,2304.88338833892
334,Shannon Point East,Shannon Point East,2020-08-28,8,2020,09:19:00,,Ship Harbor,0.1591,13,,Fronds healthy and more dense than July.  No kelp crabs or other epifauna noticed.  Only wildlife was one great blue heron,"Our GPS track turns away from shore on SE corner before the end of the bed, as we were approaching within 300' of the WSF terminal in heavy fog as a boat was preparing to leave.  Shore observation shows that the bed extends at roughly the same width to wi",SkagitShannon_Point_East2020_08_28,Skagit,SHPT-E,28,0,0,2,1,1,1 polygon that covers bed 1 & bed 2,5.86705333485133,5.86705333485133,,5.87313819460993,0.471569222830081,Fog/mist,,,,,,,,,,,,,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-mDmgX5B/0/hQfZqHLzrRjKMLf43LgzhcgRTsWWv8Tvw7qXrbLQ/Th/Shannon%20East%2028Aug2020_ToBe-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-HPgFBwF/0/CZdsWNjD4GkxDPzjHBBw9bGjSnhrkz3PMK7SLVWcX/Th/Shannon%20East%2028Aug2020_ToWa-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-ZKjwbcj/0/Cc6n3DKTJV76S3HF2msWnCtWqQpJbcvk8hV7XPCzn/Th/Shannon%20East%2028Aug2020_BeL-XL.jpg,https://photos.smugmug.com/Projects/Kelp/Kelp-SoundIQ-2017-present/2020/i-C4qXtcQ/0/DL4L7FHfnvM66dLLVLMTnJvjXTw7Kd893ZX48DTcf/Th/Shannon%20East%2028Aug2020_BeR-XL.jpg,,,,,255833.900024414,2491.17633492098
